age_failure_interaction,academic_commitment,higher,socioeconomic_advantage,studytime_normalized,parents_avg_edu,Medu,behavioral_risk,Fedu,Dalc,resource_access,alcohol_total,alcohol_problem,balanced_student,high_parent_edu,Walc,urban_address,likely_repeated,internet,comprehensive_support,traveltime,social_score,freetime,freetime_normalized,study_failure_interaction,appropriate_age,age_normalized,health,absences_normalized,absences,goout,goout_normalized,edu_support_interaction,wellbeing_score,health_issues,guardian,family_stability,schoolsup,activities,famsup,parent_job_prestige,Fjob,target
16.0,13.0,1.0,9.0,1.289120056023518,4.0,4.0,1.0,4.0,1.0,3.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,8.0,1.0,5.0,2.0,-1.1229052190182915,3.0,1.0,-0.6109505605813551,2.0,1.3662687786663916,10.0,3.0,-0.1572590349112599,4.0,8.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,14.0
16.0,11.8,1.0,5.0,0.0835884762551273,3.0,3.0,0.0,3.0,1.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,3.0,5.0,3.0,-0.1715142436359529,2.0,1.0,-0.6109505605813551,4.0,-0.3575872356315197,2.0,2.0,-1.0077683153896582,6.0,12.75,0.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,14.0
68.0,9.8,1.0,7.5,-1.1219431035132632,2.5,3.0,3.0,2.0,2.0,3.0,8.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,10.0,1.0,10.0,5.0,1.731267707128724,4.0,1.0,0.2099747268250618,5.0,-0.3575872356315197,2.0,5.0,1.5437595260455363,2.5,11.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,3.0,7.0
15.0,12.0,1.0,8.5,0.0835884762551273,3.5,4.0,0.0,3.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,5.0,4.0,0.7798767317463855,2.0,1.0,-1.431875847987772,1.0,-0.7885512392059976,0.0,1.0,-1.858277595868056,0.0,8.75,1.0,1.0,5.0,0.0,0.0,0.0,2.5,2.0,14.0
15.0,10.0,1.0,9.0,-1.1219431035132632,4.0,4.0,0.0,4.0,1.0,3.0,2.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,1.0,6.0,4.0,0.7798767317463855,1.0,1.0,-1.431875847987772,5.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,4.0,13.75,0.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,12.0
16.0,12.0,1.0,8.0,0.0835884762551273,3.0,4.0,0.0,2.0,1.0,3.0,5.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,8.0,1.0,6.0,5.0,1.731267707128724,2.0,1.0,-0.6109505605813551,5.0,-0.7885512392059976,0.0,1.0,-1.858277595868056,0.0,11.25,0.0,1.0,6.0,0.0,1.0,0.0,2.5,2.0,14.0
16.0,11.8,1.0,7.0,0.0835884762551273,2.0,2.0,3.0,2.0,2.0,3.0,8.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,10.0,2.0,8.0,4.0,0.7798767317463855,2.0,1.0,-0.6109505605813551,5.0,-0.3575872356315197,2.0,4.0,0.6932502455671382,2.0,11.0,0.0,1.0,7.0,0.0,1.0,1.0,3.0,2.0,10.0
15.0,13.8,1.0,6.0,1.289120056023518,3.0,2.0,0.0,4.0,1.0,2.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,5.0,3.0,-0.1715142436359529,3.0,1.0,-1.431875847987772,5.0,-0.3575872356315197,2.0,2.0,-1.0077683153896582,6.0,12.75,0.0,1.0,5.0,1.0,1.0,1.0,2.5,1.0,10.0
16.0,9.4,1.0,7.0,-1.1219431035132632,2.0,2.0,0.0,2.0,1.0,3.0,5.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,-1.1229052190182915,1.0,1.0,-0.6109505605813551,5.0,0.504340771517436,6.0,2.0,-1.0077683153896582,2.0,8.25,0.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,12.0
15.0,9.2,1.0,7.0,-1.1219431035132632,2.0,2.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,1.0,4.0,2.0,-1.1229052190182915,1.0,1.0,-1.431875847987772,5.0,0.935304775091914,8.0,2.0,-1.0077683153896582,2.0,12.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,2.0,12.0
15.0,10.0,1.0,8.0,-1.1219431035132632,3.0,4.0,3.0,2.0,2.0,3.0,8.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,1.0,6.0,2.0,-1.1229052190182915,1.0,1.0,-1.431875847987772,1.0,-0.7885512392059976,0.0,4.0,0.6932502455671382,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,2.5,3.0,11.0
16.0,11.8,1.0,8.5,0.0835884762551273,3.5,3.0,0.0,4.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,6.0,3.0,-0.1715142436359529,2.0,1.0,-0.6109505605813551,5.0,-0.3575872356315197,2.0,3.0,-0.1572590349112599,7.0,13.75,0.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,13.0
15.0,12.0,1.0,9.0,0.0835884762551273,4.0,4.0,2.0,4.0,3.0,3.0,9.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,9.0,1.0,6.0,4.0,0.7798767317463855,2.0,1.0,-1.431875847987772,5.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,4.0,10.5,0.0,1.0,6.0,0.0,0.0,1.0,2.5,3.0,11.0
15.0,11.8,1.0,9.0,0.0835884762551273,4.0,4.0,0.0,4.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.0,4.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,5.0,-0.3575872356315197,2.0,1.0,-1.858277595868056,4.0,12.75,0.0,1.0,5.0,0.0,1.0,1.0,1.0,3.0,15.0
15.0,12.0,1.0,6.5,0.0835884762551273,3.5,4.0,1.0,3.0,1.0,2.0,2.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,7.0,5.0,1.731267707128724,2.0,1.0,-1.431875847987772,5.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,3.5,12.75,0.0,1.0,5.0,0.0,1.0,1.0,3.0,0.0,15.0
15.0,12.0,1.0,8.0,0.0835884762551273,3.0,3.0,0.0,3.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,5.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,2.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,0.0,10.75,1.0,1.0,7.0,0.0,1.0,0.0,3.0,2.0,12.0
16.0,9.6,1.0,7.5,-1.1219431035132632,2.5,3.0,0.0,2.0,1.0,3.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,7.0,4.0,0.7798767317463855,1.0,1.0,-0.6109505605813551,5.0,0.0733767679429581,4.0,3.0,-0.1572590349112599,2.5,13.75,0.0,1.0,6.0,0.0,0.0,1.0,3.0,2.0,12.0
15.0,9.6,1.0,5.5,-1.1219431035132632,2.5,2.0,0.0,3.0,1.0,2.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,6.0,5.0,1.731267707128724,1.0,1.0,-1.431875847987772,5.0,0.0733767679429581,4.0,1.0,-1.858277595868056,2.5,11.75,0.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,11.0
15.0,14.0,1.0,8.5,1.289120056023518,3.5,4.0,0.0,3.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,7.0,4.0,0.7798767317463855,3.0,1.0,-1.431875847987772,4.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,3.5,12.75,0.0,1.0,7.0,0.0,1.0,1.0,1.5,3.0,14.0
16.0,13.6,1.0,7.0,1.289120056023518,4.0,4.0,1.0,4.0,1.0,2.0,2.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,7.0,4.0,0.7798767317463855,3.0,1.0,-0.6109505605813551,5.0,0.0733767679429581,4.0,3.0,-0.1572590349112599,4.0,10.75,0.0,1.0,2.0,0.0,1.0,1.0,2.5,4.0,13.0
15.0,13.8,1.0,6.5,1.289120056023518,3.5,3.0,0.0,4.0,1.0,2.0,2.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,1.0,5.0,3.0,-0.1715142436359529,3.0,1.0,-1.431875847987772,5.0,-0.3575872356315197,2.0,2.0,-1.0077683153896582,7.0,12.75,0.0,1.0,5.0,1.0,1.0,1.0,2.5,1.0,12.0
15.0,9.2,1.0,3.0,-1.1219431035132632,2.0,2.0,1.0,2.0,1.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,3.0,-0.1715142436359529,1.0,1.0,-1.431875847987772,2.0,0.935304775091914,8.0,1.0,-1.858277595868056,4.0,9.75,1.0,1.0,5.0,1.0,1.0,1.0,3.5,2.0,12.0
16.0,10.4,1.0,7.0,0.0835884762551273,2.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,7.0,2.0,6.0,3.0,-0.1715142436359529,2.0,1.0,-0.6109505605813551,3.0,2.659160789389825,16.0,3.0,-0.1572590349112599,2.0,9.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,2.0,10.0
15.0,10.0,1.0,7.0,-1.1219431035132632,2.0,2.0,0.0,2.0,1.0,3.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,5.0,4.0,0.7798767317463855,1.0,1.0,-1.431875847987772,1.0,-0.7885512392059976,0.0,1.0,-1.858277595868056,4.0,9.75,1.0,0.0,6.0,1.0,0.0,1.0,1.0,3.0,10.0
32.0,10.6,1.0,7.0,0.0835884762551273,2.0,2.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,2.0,6.0,3.0,-0.1715142436359529,4.0,1.0,-0.6109505605813551,5.0,2.2281967858153475,14.0,3.0,-0.1572590349112599,2.0,11.5,0.0,0.0,6.0,1.0,1.0,0.0,3.5,0.0,11.0
15.0,11.6,1.0,8.5,0.0835884762551273,3.5,4.0,1.0,3.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,4.0,2.0,-1.1229052190182915,2.0,1.0,-1.431875847987772,5.0,0.0733767679429581,4.0,2.0,-1.0077683153896582,7.0,13.75,0.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,11.0
16.0,11.4,1.0,8.0,0.0835884762551273,3.0,3.0,3.0,3.0,1.0,3.0,7.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,6.0,1.0,8.0,3.0,-0.1715142436359529,2.0,1.0,-0.6109505605813551,3.0,0.504340771517436,6.0,5.0,1.5437595260455363,3.0,6.5,0.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,13.0
15.0,11.6,1.0,6.0,0.0835884762551273,3.0,4.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,6.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,5.0,0.0733767679429581,4.0,3.0,-0.1572590349112599,3.0,11.5,0.0,1.0,5.0,0.0,0.0,1.0,2.5,2.0,13.0
15.0,11.8,1.0,9.0,0.0835884762551273,4.0,4.0,1.0,4.0,1.0,3.0,2.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,8.0,4.0,0.7798767317463855,2.0,1.0,-1.431875847987772,3.0,-0.3575872356315197,2.0,4.0,0.6932502455671382,8.0,10.75,0.0,0.0,5.0,1.0,1.0,1.0,1.5,4.0,12.0
16.0,12.0,1.0,6.0,0.0835884762551273,2.0,2.0,0.0,2.0,2.0,2.0,6.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,8.0,3.0,6.0,3.0,-0.1715142436359529,2.0,1.0,-0.6109505605813551,4.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,2.0,9.75,0.0,1.0,6.0,0.0,0.0,1.0,1.0,3.0,13.0
15.0,9.6,1.0,6.0,-1.1219431035132632,3.0,4.0,3.0,2.0,3.0,2.0,9.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,2.0,10.0,5.0,1.731267707128724,1.0,1.0,-1.431875847987772,5.0,0.0733767679429581,4.0,5.0,1.5437595260455363,0.0,10.5,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,9.0
15.0,10.0,1.0,8.0,-1.1219431035132632,3.0,3.0,3.0,3.0,4.0,3.0,10.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,8.0,1.0,7.0,3.0,-0.1715142436359529,1.0,1.0,-1.431875847987772,1.0,-0.7885512392059976,0.0,4.0,0.6932502455671382,0.0,6.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,13.0
16.0,11.8,1.0,6.5,0.0835884762551273,1.5,2.0,2.0,1.0,1.0,3.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,7.0,3.0,-0.1715142436359529,2.0,1.0,-0.6109505605813551,2.0,-0.3575872356315197,2.0,4.0,0.6932502455671382,0.0,10.75,1.0,1.0,5.0,0.0,1.0,0.0,3.0,2.0,12.0
15.0,12.0,1.0,8.5,0.0835884762551273,3.5,4.0,0.0,3.0,1.0,3.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,5.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,1.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,3.5,8.75,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,15.0
15.0,12.0,1.0,6.5,0.0835884762551273,1.5,1.0,0.0,2.0,1.0,3.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,5.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,5.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,3.0,12.75,0.0,0.0,6.0,1.0,1.0,1.0,3.5,0.0,14.0
16.0,11.8,1.0,8.0,0.0835884762551273,3.0,4.0,0.0,2.0,1.0,3.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,5.0,2.0,-1.1229052190182915,2.0,1.0,-0.6109505605813551,5.0,-0.3575872356315197,2.0,3.0,-0.1572590349112599,3.0,12.75,0.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,16.0
16.0,12.0,1.0,5.0,0.0835884762551273,4.0,4.0,1.0,4.0,2.0,1.0,6.5,0.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,1.0,8.0,4.0,0.7798767317463855,2.0,1.0,-0.6109505605813551,4.0,-0.7885512392059976,0.0,4.0,0.6932502455671382,4.0,7.75,0.0,1.0,3.0,0.0,1.0,1.0,3.0,4.0,16.0
16.0,12.0,1.0,6.5,0.0835884762551273,1.5,1.0,0.0,2.0,1.0,3.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,7.0,4.0,0.7798767317463855,2.0,1.0,-0.6109505605813551,1.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,1.5,8.75,1.0,0.0,6.0,1.0,1.0,0.0,2.0,3.0,10.0
16.0,14.0,1.0,8.5,1.289120056023518,3.5,4.0,3.0,3.0,2.0,3.0,8.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,9.0,1.0,8.0,4.0,0.7798767317463855,3.0,1.0,-0.6109505605813551,4.0,-0.7885512392059976,0.0,4.0,0.6932502455671382,7.0,8.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,13.0
15.0,12.0,1.0,8.5,0.0835884762551273,3.5,4.0,4.0,3.0,2.0,3.0,8.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,10.0,1.0,8.0,4.0,0.7798767317463855,2.0,1.0,-1.431875847987772,2.0,-0.7885512392059976,0.0,4.0,0.6932502455671382,3.5,7.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,12.0
16.0,11.8,1.0,7.5,0.0835884762551273,3.5,4.0,0.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,11.0,3.0,7.0,4.0,0.7798767317463855,2.0,1.0,-0.6109505605813551,1.0,-0.3575872356315197,2.0,3.0,-0.1572590349112599,3.5,9.0,1.0,1.0,7.0,0.0,1.0,1.0,1.5,3.0,16.0
15.0,16.0,1.0,9.0,2.4946516357919086,4.0,4.0,3.0,4.0,5.0,3.0,12.5,1.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,1.0,6.0,3.0,-0.1715142436359529,4.0,1.0,-1.431875847987772,3.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,4.0,2.75,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,12.0
16.0,16.0,1.0,7.0,2.4946516357919086,2.0,3.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,8.0,1.0,6.0,3.0,-0.1715142436359529,4.0,1.0,-0.6109505605813551,5.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,4.0,12.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,10.0
15.0,12.0,1.0,5.0,0.0835884762551273,2.0,2.0,0.0,2.0,1.0,2.0,5.5,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,2.0,4.0,1.0,-2.0742961944006297,2.0,1.0,-1.431875847987772,4.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,4.0,10.25,0.0,1.0,6.0,1.0,0.0,1.0,2.5,3.0,11.0
15.0,15.4,1.0,5.0,2.4946516357919086,2.0,3.0,0.0,1.0,2.0,2.0,6.5,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,2.0,6.0,4.0,0.7798767317463855,4.0,1.0,-1.431875847987772,3.0,0.504340771517436,6.0,2.0,-1.0077683153896582,2.0,8.75,0.0,0.0,6.0,0.0,0.0,1.0,3.0,2.0,15.0
16.0,15.8,1.0,7.0,2.4946516357919086,2.0,3.0,0.0,1.0,1.0,3.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,5.0,3.0,-0.1715142436359529,4.0,1.0,-0.6109505605813551,5.0,-0.3575872356315197,2.0,2.0,-1.0077683153896582,2.0,12.75,0.0,0.0,5.0,0.0,0.0,1.0,3.0,2.0,11.0
15.0,16.0,1.0,8.0,2.4946516357919086,3.0,4.0,0.0,2.0,1.0,3.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,6.0,3.0,-0.1715142436359529,4.0,1.0,-1.431875847987772,3.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,0.0,9.75,0.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,10.0
15.0,11.8,1.0,4.0,0.0835884762551273,1.0,1.0,4.0,1.0,2.0,2.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,6.0,1.0,7.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,5.0,-0.3575872356315197,2.0,4.0,0.6932502455671382,2.0,9.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,2.0,11.0
16.0,10.0,1.0,5.0,-1.1219431035132632,2.0,3.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,1.0,5.0,3.0,-0.1715142436359529,1.0,1.0,-0.6109505605813551,5.0,-0.7885512392059976,0.0,2.0,-1.0077683153896582,0.0,12.5,0.0,1.0,6.0,0.0,1.0,0.0,3.0,2.0,14.0
15.0,12.0,1.0,8.5,0.0835884762551273,3.5,4.0,0.0,3.0,2.0,3.0,6.5,0.0,0.0,1.0,3.0,1.0,0.0,1.0,9.0,1.0,6.0,3.0,-0.1715142436359529,2.0,1.0,-1.431875847987772,5.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,3.5,10.75,0.0,1.0,5.0,0.0,1.0,1.0,2.5,2.0,11.0
15.0,16.0,1.0,7.0,2.4946516357919086,2.0,4.0,0.0,0.0,1.0,3.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,7.0,4.0,0.7798767317463855,4.0,1.0,-1.431875847987772,1.0,-0.7885512392059976,0.0,3.0,-0.1572590349112599,0.0,7.75,1.0,1.0,4.0,0.0,1.0,0.0,2.5,2.0,11.0
